Datetime,Open,High,Low,Close,Volume
2025-05-12 21:00:00+00:00,3237.93,3265.785,3215.855,3250.18,470697
2025-05-13 21:00:00+00:00,3252.0,3257.14,3168.065,3177.585,570898
2025-05-14 21:00:00+00:00,3181.06,3240.725,3120.765,3239.97,529743
2025-05-15 21:00:00+00:00,3241.785,3252.255,3154.3,3204.435,519739
2025-05-18 21:00:00+00:00,3215.99,3249.85,3206.725,3230.25,491613
2025-05-19 21:00:00+00:00,3228.025,3295.79,3204.67,3289.785,467227
2025-05-20 21:00:00+00:00,3292.7,3324.935,3285.34,3315.285,535988
2025-05-21 21:00:00+00:00,3319.9,3345.47,3279.235,3295.075,600271
2025-05-22 21:00:00+00:00,3297.8,3366.015,3287.075,3358.125,574167
2025-05-25 21:00:00+00:00,3351.4,3356.995,3323.5,3342.475,278328
2025-05-26 21:00:00+00:00,3346.38,3350.095,3285.25,3300.75,443306
2025-05-27 21:00:00+00:00,3304.215,3325.695,3276.355,3288.55,407199
2025-05-28 21:00:00+00:00,3289.59,3331.47,3245.56,3317.615,529729
2025-05-29 21:00:00+00:00,3317.9,3322.925,3271.46,3289.7,438027
2025-06-01 21:00:00+00:00,3303.415,3382.96,3299.955,3381.87,462311
2025-06-02 21:00:00+00:00,3384.53,3392.305,3333.17,3353.385,431488
2025-06-03 21:00:00+00:00,3356.735,3384.76,3343.815,3372.45,421934
2025-06-04 21:00:00+00:00,3374.615,3403.625,3339.35,3352.73,566553
2025-06-05 21:00:00+00:00,3356.29,3375.705,3307.195,3309.98,526434
2025-06-08 21:00:00+00:00,3317.785,3338.295,3293.5,3325.675,399702
2025-06-09 21:00:00+00:00,3324.31,3349.28,3302.015,3322.955,452360
2025-06-10 21:00:00+00:00,3322.375,3360.79,3315.59,3355.25,452153
2025-06-11 21:00:00+00:00,3357.905,3399.05,3338.59,3386.58,533020
2025-06-12 21:00:00+00:00,3383.865,3446.88,3379.535,3432.835,571241
2025-06-15 21:00:00+00:00,3440.55,3451.525,3382.54,3385.22,453837
2025-06-16 21:00:00+00:00,3388.445,3403.43,3366.115,3388.455,447315
2025-06-17 21:00:00+00:00,3395.865,3400.11,3362.605,3369.34,413183
2025-06-18 21:00:00+00:00,3371.415,3388.175,3347.53,3370.38,323930
2025-06-19 21:00:00+00:00,3369.735,3374.63,3340.415,3368.75,355093
2025-06-22 21:00:00+00:00,3383.825,3393.64,3347.035,3369.2,491676
2025-06-23 21:00:00+00:00,3358.435,3363.9,3295.315,3323.295,520023
2025-06-24 21:00:00+00:00,3322.825,3337.205,3312.055,3332.33,314119
2025-06-25 21:00:00+00:00,3334.315,3350.415,3309.99,3327.82,406423
2025-06-26 21:00:00+00:00,3325.33,3325.37,3255.85,3274.175,498230
2025-06-29 21:00:00+00:00,3271.595,3309.645,3244.415,3303.15,349536
2025-06-30 21:00:00+00:00,3303.3,3358.085,3302.395,3338.825,417477
2025-07-01 21:00:00+00:00,3340.125,3360.13,3327.655,3357.28,398563
2025-07-02 21:00:00+00:00,3359.515,3365.92,3311.625,3326.03,374849
2025-07-03 21:00:00+00:00,3324.24,3345.175,3323.66,3336.615,221035
2025-07-06 21:00:00+00:00,3341.57,3342.075,3296.28,3336.44,455727
2025-07-07 21:00:00+00:00,3340.5,3345.955,3287.11,3301.72,446340
2025-07-08 21:00:00+00:00,3302.83,3316.99,3282.665,3313.7,374939
2025-07-09 21:00:00+00:00,3315.76,3330.36,3310.175,3324.015,309275
2025-07-10 21:00:00+00:00,3325.94,3368.86,3321.915,3355.665,574663
2025-07-13 21:00:00+00:00,3362.375,3375.085,3341.09,3343.755,408348
2025-07-14 21:00:00+00:00,3343.085,3366.425,3320.305,3325.005,346030
2025-07-15 21:00:00+00:00,3326.32,3377.655,3319.695,3347.6,501040
2025-07-16 21:00:00+00:00,3350.96,3352.28,3309.79,3339.06,385375
2025-07-17 21:00:00+00:00,3341.45,3361.33,3331.885,3350.095,315254
2025-07-20 21:00:00+00:00,3348.84,3401.645,3344.905,3397.06,437620
2025-07-21 21:00:00+00:00,3399.3,3433.51,3383.42,3431.56,439625
2025-07-22 21:00:00+00:00,3430.92,3439.035,3381.42,3387.45,520909
2025-07-23 21:00:00+00:00,3390.855,3393.48,3351.465,3368.71,446288
