Date,Open,High,Low,Close,Volume
2021-03-25 00:00:00-04:00,19.98657699902553,20.092413106503628,19.88074244435279,20.051706314086914,3842400
2021-03-26 00:00:00-04:00,20.206388216880885,20.418058870622264,20.19824685872099,20.393634796142578,1597200
2021-03-29 00:00:00-04:00,20.222670842056672,20.35292946641732,20.157541529876347,20.3040828704834,1964900
2021-03-30 00:00:00-04:00,20.051707546099713,20.149402301097005,20.011002303987354,20.133119583129883,1840000
2021-03-31 00:00:00-04:00,20.181968688964844,20.25523781766192,20.157544610862132,20.181968688964844,2750500
2021-04-01 00:00:00-04:00,20.31222712853297,20.499473733683477,20.271520332105354,20.45876693725586,4335800
2021-04-05 00:00:00-04:00,20.621591482279726,20.7599914876429,20.55646215933268,20.751850128173828,2295600
2021-04-06 00:00:00-04:00,20.507613622212215,20.58902565642326,20.458765470002348,20.54831886291504,2391600
2021-04-07 00:00:00-04:00,20.580884102298576,20.654154777112247,20.54017730917688,20.60530662536621,1696100
2021-04-08 00:00:00-04:00,20.72742875049787,20.768135553147236,20.654159611340507,20.743711471557617,2231900
2021-04-09 00:00:00-04:00,20.719283863136432,20.77627182006836,20.670435711933038,20.77627182006836,1473400
2021-04-12 00:00:00-04:00,20.670438602638747,20.727426567540288,20.629733357082095,20.711145401000977,947900
2021-04-13 00:00:00-04:00,20.67043678163892,20.800695419311523,20.654155616533927,20.800695419311523,1398300
2021-04-14 00:00:00-04:00,20.91467344782454,21.061214807302886,20.91467344782454,20.963520050048828,1471600
2021-04-15 00:00:00-04:00,21.321731847080144,21.37871980782793,21.297307769843034,21.35429573059082,4118300
2021-04-16 00:00:00-04:00,21.305448652566337,21.378719329833984,21.264743410886727,21.378719329833984,4792600
2021-04-19 00:00:00-04:00,21.3705752959292,21.38685801168507,21.224033959736847,21.27288055419922,2650500
2021-04-20 00:00:00-04:00,21.085635768647403,21.118201202919398,20.825118505692913,20.86582374572754,2303700
2021-04-21 00:00:00-04:00,20.947233722532175,21.24031639099121,20.947233722532175,21.24031639099121,1346400
2021-04-22 00:00:00-04:00,21.248458606994085,21.2891638446774,21.053070671064667,21.101917266845703,1877000
2021-04-23 00:00:00-04:00,21.19961567026262,21.411284806116246,21.19961567026262,21.362438201904297,2036000
2021-04-26 00:00:00-04:00,21.403142697423256,21.48455317808529,21.378718621541417,21.476411819458008,1171900
2021-04-27 00:00:00-04:00,21.313590488001108,21.370578448748894,21.28102505168496,21.35429573059082,1238000
2021-04-28 00:00:00-04:00,21.386860891131917,21.56596613014483,21.3705781731838,21.541542053222656,1413900
2021-04-29 00:00:00-04:00,21.549683010184825,21.549683010184825,21.29730709791895,21.435707092285156,2663800
2021-04-30 00:00:00-04:00,21.256603169853868,21.289167054348972,21.01236704851576,21.069355010986328,2008100
2021-05-03 00:00:00-04:00,21.26474467841412,21.36243788539056,21.224037881502664,21.346155166625977,2256100
2021-05-04 00:00:00-04:00,21.224036057779404,21.281024015753097,21.020506749127428,21.21589469909668,3447500
2021-05-05 00:00:00-04:00,21.435709113859026,21.565967761687578,21.38686250912471,21.50897979736328,1955900
2021-05-06 00:00:00-04:00,21.43570749217081,21.549683412196714,21.32173157214491,21.541542053222656,2594200
2021-05-07 00:00:00-04:00,21.598529557729577,21.826481376585576,21.55782276664436,21.785776138305664,2012100
2021-05-10 00:00:00-04:00,22.070717270411663,22.1032811501879,21.834622542611452,21.842763900756836,2305900
2021-05-11 00:00:00-04:00,21.590392068220922,21.745073243645624,21.48455594524025,21.655521392822266,3492800
2021-05-12 00:00:00-04:00,21.557821064466555,21.65551580255192,21.224033167949756,21.281021118164062,2547000
2021-05-13 00:00:00-04:00,21.199612988998915,21.427564815027704,21.199612988998915,21.370576858520508,1911400
2021-05-14 00:00:00-04:00,21.44384948197337,21.614813367041588,21.427566763546256,21.574108123779297,1927700
2021-05-17 00:00:00-04:00,21.395001497180264,21.541541295139965,21.370577421117616,21.533401489257812,2665800
2021-05-18 00:00:00-04:00,21.62295432662411,21.62295432662411,21.451990444715616,21.468273162841797,8541200
2021-05-19 00:00:00-04:00,21.020506030048193,21.158906017309302,20.84954216197553,21.09377670288086,4152600
2021-05-20 00:00:00-04:00,21.427565500457824,21.614812092915553,21.419424141724175,21.606672286987305,2611200
2021-05-21 00:00:00-04:00,21.51712344083716,21.53340616174541,21.362440697820233,21.411287307739258,2016700
2021-05-24 00:00:00-04:00,21.50897579140666,21.60667053548562,21.4845517171856,21.565963745117188,2129400
